id2,id1,file,even,pairID,dont_send,sent
69,871,871.pdf,TRUE,35,FALSE,TRUE
842,446,446.docx,TRUE,36,FALSE,TRUE
446,842,842.docx,FALSE,36,FALSE,TRUE
786,83,083.docx,FALSE,37,FALSE,TRUE
83,786,786.pdf,TRUE,37,FALSE,TRUE
649,563,563.pdf,FALSE,38,FALSE,TRUE
563,649,649.docx,TRUE,38,FALSE,TRUE
105,2,002.pdf,TRUE,39,FALSE,TRUE
2,105,105.docx,FALSE,39,FALSE,TRUE
950,609,609.docx,TRUE,40,FALSE,TRUE
609,950,950.docx,FALSE,40,FALSE,TRUE
608,7,007.pdf,FALSE,41,FALSE,TRUE
7,608,608.docx,TRUE,41,FALSE,TRUE
582,70,070.docx,TRUE,42,FALSE,TRUE
70,582,582.docx,FALSE,42,FALSE,TRUE
79432,85,085.docx,TRUE,43,FALSE,TRUE
85,79432,79432.docx,FALSE,43,FALSE,TRUE
450,30,030.pdf,TRUE,44,FALSE,TRUE
30,450,450.docx,FALSE,44,FALSE,TRUE
488,131,131.pdf,TRUE,45,FALSE,TRUE
131,488,488.pdf,FALSE,45,FALSE,TRUE
929,289,289.docx,TRUE,46,FALSE,TRUE
289,929,929.docx,FALSE,46,FALSE,TRUE
728,211,211.docx,TRUE,47,FALSE,TRUE
211,728,728.docx,FALSE,47,FALSE,TRUE
972,274,274.pdf,FALSE,48,FALSE,TRUE
274,972,972.docx,TRUE,48,FALSE,TRUE
681,434,434.docx,FALSE,49,TRUE,TRUE
434,681,681.pdf,TRUE,49,TRUE,TRUE
807,748,748.pdf,FALSE,50,TRUE,TRUE
748,807,807.docx,TRUE,50,TRUE,TRUE
336,139,139.pdf,TRUE,51,TRUE,TRUE
139,336,336.docx,FALSE,51,TRUE,TRUE
539,82,082.pdf,FALSE,52,TRUE,TRUE
82,539,539.docx,TRUE,52,TRUE,TRUE
756,258,258.pdf,FALSE,53,TRUE,TRUE
258,756,756.docx,TRUE,53,TRUE,TRUE
816,295,295.pdf,TRUE,54,TRUE,TRUE
295,816,816.pdf,FALSE,54,TRUE,TRUE
961,763,763.pdf,TRUE,55,TRUE,TRUE
763,961,961.pdf,FALSE,55,TRUE,TRUE
856,405,405.docx,FALSE,56,TRUE,TRUE
405,856,856.pdf,TRUE,56,TRUE,TRUE
665,537,537.pdf,FALSE,57,TRUE,TRUE
537,665,665.pdf,TRUE,57,TRUE,TRUE
576,515,515.pdf,TRUE,58,TRUE,TRUE
515,576,576.pdf,FALSE,58,TRUE,TRUE
824,50,050.docx,FALSE,59,TRUE,TRUE
50,824,824.pdf,TRUE,59,TRUE,TRUE
737,312,312.pdf,FALSE,60,TRUE,TRUE
312,737,737.docx,TRUE,60,TRUE,TRUE
883,106,106.pdf,FALSE,61,TRUE,TRUE
106,883,883.html,TRUE,61,TRUE,TRUE
98264,89,089.pdf,TRUE,62,TRUE,TRUE
89,98264,98264.pdf,FALSE,62,TRUE,TRUE
532,92,092.pdf,FALSE,63,TRUE,TRUE
92,532,532.pdf,TRUE,63,TRUE,TRUE
732,152,152.pdf,TRUE,64,TRUE,TRUE
152,732,732.html,FALSE,64,TRUE,TRUE
127,109,109.pdf,TRUE,65,TRUE,TRUE
109,127,127.pdf,FALSE,65,TRUE,TRUE
193,20,020.docx,TRUE,66,TRUE,TRUE
20,193,193.docx,FALSE,66,TRUE,TRUE
108,76,076.docx,FALSE,67,TRUE,TRUE
76,108,108.docx,TRUE,67,TRUE,TRUE
702,625,625.pdf,TRUE,68,TRUE,TRUE
625,702,702.pdf,FALSE,68,TRUE,TRUE
579,178,178.pdf,FALSE,69,TRUE,TRUE
178,579,579.pdf,TRUE,69,TRUE,TRUE
326,194,194.html,FALSE,70,TRUE,TRUE
194,326,326.docx,TRUE,70,TRUE,TRUE
115,176,176.pdf,FALSE,71,TRUE,TRUE
176,115,115.docx,TRUE,71,TRUE,TRUE
548,832,832.pdf,FALSE,72,FALSE,FALSE
832,548,548.pdf,TRUE,72,FALSE,FALSE
